,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
891,"frozenset({'recyclable_Y', 'low_fat_N', 'yearly_income_$30K - $50K'})",frozenset({'education_High School Degree'}),0.12174450331632793,0.29537463843003453,0.07682507395438613,0.6310352571300246,2.136389435748723,0.040864835306481634,1.9097362964522553,0.6056558123429746
892,"frozenset({'low_fat_N', 'education_High School Degree', 'recyclable_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.10929392015660286,0.3291722029931705,0.07682507395438613,0.702921753051831,2.135422574142492,0.040848553482677484,2.258084541356097,0.5969518167664496
893,"frozenset({'recyclable_Y', 'education_High School Degree', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.11690534385372069,0.6473100288162377,0.07682507395438613,0.657156220767072,1.0152109368193174,0.001151072455662025,1.0287191792508648,0.016966506114503628
894,"frozenset({'recyclable_Y', 'low_fat_Y', 'yearly_income_$30K - $50K'})",frozenset({'education_High School Degree'}),0.06345040271649087,0.29537463843003453,0.040080269899334546,0.6316787314719062,2.13856793809172,0.021338630138710974,1.913072694351399,0.5684668147173961
895,"frozenset({'low_fat_Y', 'education_High School Degree', 'recyclable_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.05695444628532997,0.3291722029931705,0.040080269899334546,0.7037250384024577,2.1378628936570876,0.021332449345336284,2.264206848225254,0.5643875355999654
896,"frozenset({'homeowner_N', 'recyclable_N', 'education_Partial College'})",frozenset({'yearly_income_$30K - $50K'}),0.01588994056309225,0.3291722029931705,0.011575706872700032,0.7284927735719201,2.2131053805507217,0.006345180132116415,2.470754851840109,0.5569968816857348
897,"frozenset({'homeowner_N', 'education_Partial College', 'recyclable_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.02029712985898088,0.3291722029931705,0.014686985668432823,0.7235991379310344,2.1982388894060025,0.008005734718313626,2.427010509248879,0.5563833737071512
898,"frozenset({'homeowner_N', 'low_fat_N', 'education_Partial College'})",frozenset({'yearly_income_$30K - $50K'}),0.023320921026011167,0.3291722029931705,0.0168577724556137,0.7228604923798359,2.195994940662816,0.009181173505651855,2.4205419240559456,0.5576299896251411
899,"frozenset({'homeowner_N', 'education_Partial College', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.026262692541132854,0.6473100288162377,0.0168577724556137,0.6418904851134708,0.9916275919397112,-0.00014233180997899955,0.9848662392997737,-0.008596279334539911
900,"frozenset({'homeowner_N', 'education_Partial College', 'low_fat_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.012866149396061963,0.3291722029931705,0.009404920085519157,0.7309817254568636,2.220666626191488,0.00516974134477819,2.493614228052243,0.5568492771284551
